iter	Logloss
376	0.2036474276
377	0.2029843595
378	0.2024926411
379	0.2023042489
380	0.2016584839
381	0.2011916979
382	0.2010924423
383	0.2010055012
384	0.2005448961
385	0.2004532619
386	0.2003885959
387	0.2000469986
388	0.1996748007
389	0.1990245194
390	0.1983466526
391	0.1978257237
392	0.1976142594
393	0.1972243141
394	0.1971298474
395	0.1969000518
396	0.196737798
397	0.1957280955
398	0.1950060077
399	0.1948066312
400	0.1940677227
401	0.1936109318
402	0.1931797428
403	0.1930144962
404	0.1924519336
405	0.1917246502
406	0.1914865466
407	0.1910026121
408	0.1908215901
409	0.190167466
410	0.1897223669
411	0.1891631238
412	0.1887704207
413	0.1882423053
414	0.1878250386
415	0.1871801817
416	0.1869241879
417	0.1865204985
418	0.1861470983
419	0.1856591839
420	0.185412403
421	0.1846438352
422	0.1841529193
423	0.1839794739
424	0.1835794759
425	0.1835329532
426	0.1830898057
427	0.1828229959
428	0.1822502339
429	0.1819832739
430	0.1814589178
431	0.1809698871
432	0.1803113515
433	0.1801048552
434	0.1797525134
435	0.1791005776
436	0.1786969818
437	0.1780496943
438	0.1774340418
439	0.1772997836
440	0.1769630343
441	0.1768398555
442	0.1763684822
443	0.1758859889
444	0.1753918148
445	0.1751189283
446	0.1747668345
447	0.1743225015
448	0.1737074766
449	0.1735254893
450	0.173392103
451	0.173296618
452	0.17308321
453	0.1729307164
454	0.1724410387
455	0.1718824172
456	0.1714561573
457	0.17110559
458	0.1704881768
459	0.1701600339
460	0.1697239431
461	0.1690794247
462	0.1689460276
463	0.1686941618
464	0.1682500435
465	0.1679880495
466	0.167741718
467	0.167097104
468	0.166687985
469	0.1657963528
470	0.1653609131
471	0.1650938406
472	0.1647913813
473	0.1647433611
474	0.1640105827
475	0.1634609698
476	0.1628870909
477	0.1626136305
478	0.1623016681
479	0.1617310873
480	0.1616344133
481	0.1614168379
482	0.1612043633
483	0.1611469726
484	0.1606098266
485	0.1602470517
486	0.160119705
487	0.159948591
488	0.1595836671
489	0.1594284538
490	0.1592608365
491	0.1584824124
492	0.1583475032
493	0.1580134693
494	0.1578632603
495	0.1573924562
496	0.1567758014
497	0.1564219522
498	0.156310913
499	0.1557487589
500	0.155228198
501	0.1547477122
502	0.1544967883
503	0.154202046
504	0.1538487885
505	0.1532538164
506	0.1527412111
507	0.1525197933
508	0.1523689478
509	0.1520462405
510	0.1516321733
511	0.1514568956
512	0.1511155327
513	0.1508891371
514	0.1503646541
515	0.1502770103
516	0.1501522608
517	0.1498742939
518	0.149517788
519	0.1494216379
520	0.1493201817
521	0.1489402161
522	0.1485352879
523	0.148500712
524	0.1481836765
525	0.1478724639
526	0.1476605479
527	0.1475545494
528	0.147254879
529	0.1470633489
530	0.1466205966
531	0.1465957926
532	0.1461683139
533	0.1459576561
534	0.1456240725
535	0.145378348
536	0.1450304756
537	0.1446026904
538	0.1443214726
539	0.1440268635
540	0.143814584
541	0.143633035
542	0.1435435946
543	0.143133083
544	0.1428514511
545	0.1425769194
546	0.1423557562
547	0.1419353905
548	0.1417649249
549	0.1415733419
550	0.1413316159
551	0.1409090208
552	0.1406456043
553	0.1402492348
554	0.13985639
555	0.1396877671
556	0.1395481216
557	0.1392904067
558	0.1390650519
559	0.1389716108
560	0.1387115388
561	0.1385014689
562	0.1380799148
563	0.1376218581
564	0.1374443373
565	0.1372379931
566	0.1369253887
567	0.1365270107
568	0.1361359464
569	0.1356828781
570	0.1351048745
571	0.134951112
572	0.1346020589
573	0.1345414164
574	0.134339937
575	0.1339347579
576	0.1338879351
577	0.1336748916
578	0.1334426107
579	0.1332926231
580	0.1330263957
581	0.1325408152
582	0.1323030069
583	0.1319164927
584	0.1314900269
585	0.1311692969
586	0.1309148203
587	0.1306442453
588	0.130490709
589	0.1300381902
590	0.1296732518
591	0.129354176
592	0.1290725674
593	0.1288166097
594	0.1285605059
595	0.1282107801
596	0.1279460026
597	0.1275504972
598	0.1272283033
599	0.1270282844
600	0.1267817665
601	0.1266011432
602	0.1262377458
603	0.1257463433
604	0.1254599984
605	0.1251923566
606	0.1250164412
607	0.1249377535
608	0.1246982731
609	0.1243063437
610	0.1240402498
611	0.1237644064
612	0.1234951366
613	0.12320948
614	0.1229440647
615	0.1228871661
616	0.1222122031
617	0.1219023758
618	0.1216693821
619	0.1214410525
620	0.1213143032
621	0.121007911
622	0.1207855486
623	0.1205631075
624	0.1201797535
625	0.1198920137
626	0.1197980501
627	0.1195780005
628	0.1193708049
629	0.1191442608
630	0.1187653802
631	0.1184876233
632	0.1183059292
633	0.1181081894
634	0.1180706394
635	0.117962061
636	0.1179107941
637	0.1177214814
638	0.1172407504
639	0.1170935335
640	0.1170607209
641	0.1168636986
642	0.1168216779
643	0.116759772
644	0.1164170742
645	0.1162246558
646	0.1159700254
647	0.115541047
648	0.115328163
649	0.1151928301
650	0.1148539637
651	0.1147018258
652	0.1143968447
653	0.1141568868
654	0.1138232751
655	0.1137177524
656	0.1135374407
657	0.1132009957
658	0.112931158
659	0.1129108676
660	0.1128631801
661	0.1126613123
662	0.1126023736
663	0.1124325229
664	0.1123321522
665	0.1121253624
666	0.1119100154
667	0.1115408472
668	0.1112912428
669	0.111038945
670	0.1110056841
671	0.1108154274
672	0.1104529179
673	0.1101534417
674	0.1100850609
675	0.1100482918
676	0.1098648624
677	0.1097203833
678	0.1094275181
679	0.1094100192
680	0.109187754
681	0.1090720037
682	0.1087870996
683	0.108484215
684	0.1084003131
685	0.1081324658
686	0.1077287281
687	0.1075970966
688	0.1072157795
689	0.1071494459
690	0.1069151063
691	0.1066583354
692	0.106526715
693	0.1063415108
694	0.1061254186
695	0.1058991244
696	0.1057537482
697	0.1056324292
698	0.1054380078
699	0.1053815546
700	0.1052616852
701	0.1052044149
702	0.1051673358
703	0.1050136181
704	0.104702247
705	0.1044476196
706	0.1042433725
707	0.1040248993
708	0.1038707039
709	0.103556823
710	0.1033344789
711	0.1031435571
712	0.1029274286
713	0.1027389178
714	0.1026289601
715	0.1024282924
716	0.1023936773
717	0.102177896
718	0.1020149465
719	0.1019509425
720	0.1017993527
721	0.1017274228
722	0.1016730985
723	0.1015474656
724	0.1014953026
725	0.1013365248
726	0.1011629877
727	0.1010203634
728	0.1007415693
729	0.1005672323
730	0.1003728635
731	0.1002434303
732	0.1002245327
733	0.09989297247
734	0.09988027424
735	0.0996745921
736	0.09948517405
737	0.09932645609
738	0.09913827221
739	0.09895680822
740	0.09889928166
741	0.09875972376
742	0.09863437681
743	0.09839246576
744	0.09829451331
745	0.09824257295
746	0.0981618101
747	0.09801621795
748	0.09798648688
749	0.09784363778
750	0.09761237346
751	0.09738490004
752	0.09734338858
753	0.09711192504
754	0.09701617796
755	0.09697494387
756	0.09686454416
757	0.09666668494
758	0.09662557768
759	0.09648473721
760	0.09640320318
761	0.09604670587
762	0.09592257927
763	0.0957847098
764	0.09576011534
765	0.09567459118
766	0.09561294162
767	0.09551712278
768	0.09545653777
769	0.09542856748
770	0.09526505069
771	0.09514988731
772	0.09486214209
773	0.09474077821
774	0.09469435242
775	0.09460174485
776	0.09434184443
777	0.09416498704
778	0.0940032903
779	0.09391403886
780	0.0937682544
781	0.09357887894
782	0.09323846229
783	0.09309527496
784	0.09298229513
785	0.09273910155
786	0.09264800591
787	0.09262299697
788	0.09237969263
789	0.09215839209
790	0.09195013959
791	0.09178119702
792	0.09167782456
793	0.09149543464
794	0.0914228157
795	0.09132712213
796	0.09124212458
797	0.09102486182
798	0.09086545854
799	0.09063598171
800	0.09051432548
801	0.09047072745
802	0.09035359566
803	0.09023235546
804	0.09014805486
805	0.09000408213
806	0.08981776873
807	0.08961361026
808	0.08949101479
809	0.0893287166
810	0.08927141187
811	0.08918076709
812	0.08914634635
813	0.08909089735
814	0.08906943914
815	0.08884226562
816	0.08882425436
817	0.08873361984
818	0.08857977985
819	0.08837977167
820	0.08817050427
821	0.08797500344
822	0.08789032077
823	0.0877672126
824	0.0875450873
825	0.08733946141
826	0.08715473973
827	0.08699723908
828	0.08684252976
829	0.08674142964
830	0.08668783149
831	0.08659355679
832	0.0865628073
833	0.08645960325
834	0.08637911534
835	0.08627430207
836	0.08623833999
837	0.08618808654
838	0.08615986094
839	0.0858516487
840	0.08571874414
841	0.08548520961
842	0.08529121228
843	0.08522075993
844	0.08512818749
845	0.08491351601
846	0.08471210384
847	0.08461811886
848	0.08452807678
849	0.08442244016
850	0.08419026386
851	0.0840022675
852	0.08393704119
853	0.08383141294
854	0.08372998166
855	0.0835462691
856	0.08342318359
857	0.0833233211
858	0.08329925801
859	0.08310526806
860	0.08292257112
861	0.0826712025
862	0.08257944718
863	0.08246912145
864	0.08225542148
865	0.08215456553
866	0.08213623448
867	0.08198314982
868	0.08187926876
869	0.08179019384
870	0.0817256399
871	0.08166726661
872	0.0814863439
873	0.08145941412
874	0.08138133537
875	0.08129142267
876	0.08115964691
877	0.08107944793
878	0.08090330913
879	0.08083176057
880	0.08079290295
881	0.08054086198
882	0.08045408801
883	0.08024454561
884	0.08013289293
885	0.0799654701
886	0.07986936403
887	0.07975780817
888	0.079731903
889	0.07950890087
890	0.07930433409
891	0.07922119766
892	0.07912844683
893	0.07906212371
894	0.07899565402
895	0.07889911385
896	0.07874281688
897	0.07858161313
898	0.078446468
899	0.0782893825
900	0.07823946817
901	0.07818886712
902	0.07804412598
903	0.07783479254
904	0.07775831002
905	0.07761402933
906	0.07757710125
907	0.07748563706
908	0.07737660378
909	0.07729546898
910	0.07727730297
911	0.0772577113
912	0.07717393958
913	0.07703040317
914	0.07693056622
915	0.07679686221
916	0.07665482081
917	0.0765545013
918	0.0764634568
919	0.07635417821
920	0.07634443274
921	0.07618801911
922	0.07615628164
923	0.07605526966
924	0.07592530727
925	0.07582818745
926	0.07575291385
927	0.07559993566
928	0.07549749786
929	0.07534712705
930	0.07532896241
931	0.07526973745
932	0.07512468733
933	0.07503207094
934	0.07488464142
935	0.07478733216
936	0.07467446129
937	0.07452376405
938	0.07439349229
939	0.07437774856
940	0.07433578091
941	0.07424443914
942	0.07403860812
943	0.07385720854
944	0.07376992934
945	0.07357462814
946	0.0734512453
947	0.07342504592
948	0.07329215207
949	0.07326298919
950	0.07310909713
951	0.07291701773
952	0.07273555302
953	0.07261862094
954	0.07242982431
955	0.07231379779
956	0.07219536875
957	0.0721528117
958	0.07202008125
959	0.07193529584
960	0.07190673499
961	0.07188485153
962	0.0717722428
963	0.07172833194
964	0.07164409018
965	0.07142941418
966	0.07135648606
967	0.07123962881
968	0.07115397745
969	0.07108938276
970	0.07094747075
971	0.07080162236
972	0.07077758525
973	0.07066264617
974	0.0704863334
975	0.07039876894
976	0.07029703782
977	0.07019836853
978	0.07011158564
979	0.06985800632
980	0.06976210994
981	0.06960531426
982	0.06952824136
983	0.06944471298
984	0.06934501212
985	0.06922563777
986	0.0691159836
987	0.06899909399
988	0.0689908614
989	0.06897270242
990	0.06888919498
991	0.06887544169
992	0.06879730805
993	0.06878990126
994	0.06867779897
995	0.06855884089
996	0.06841105738
997	0.06839930402
998	0.06824558784
999	0.06819518659
